0;f;25;750;1
0;f;25;1500;1
0;f;25;3000;2
0;f;25;999999;3
0;f;30;750;1
0;f;30;1500;1
0;f;30;3000;2
0;f;30;999999;3
0;f;35;750;2
0;f;35;1500;2
0;f;35;3000;3
0;f;35;999999;4
0;f;40;750;2
0;f;40;1500;3
0;f;40;3000;3
0;f;40;999999;4
0;f;45;750;3
0;f;45;1500;3
0;f;45;3000;4
0;f;45;999999;4
0;f;50;750;3
0;f;50;1500;4
0;f;50;3000;4
0;f;50;999999;4
0;f;99;750;3
0;f;99;1500;4
0;f;99;3000;4
0;f;99;999999;4
1;t;25;750;1
1;t;25;1500;2
1;t;25;3000;2
1;t;25;6000;3
1;t;25;10000;3
1;t;25;999999;4
1;t;30;750;1
1;t;30;1500;2
1;t;30;3000;3
1;t;30;6000;3
1;t;30;10000;4
1;t;30;999999;4
1;t;35;1500;2
1;t;35;3000;3
1;t;35;6000;4
1;t;35;10000;4
1;t;35;999999;4
1;t;40;750;2
1;t;40;1500;3
1;t;40;3000;4
1;t;40;6000;4
1;t;40;10000;4
1;t;40;999999;4
1;t;45;750;4
1;t;45;1500;4
1;t;45;3000;4
1;t;45;6000;4
1;t;45;10000;4
1;t;45;999999;4
1;t;50;750;4
1;t;50;1500;4
1;t;50;3000;4
1;t;50;6000;4
1;t;50;10000;4
1;t;50;999999;4
1;t;99;750;4
1;t;99;1500;4
1;t;99;3000;4
1;t;99;6000;4
1;t;99;10000;4
1;t;99;999999;4
2;t;25;6000;3
2;t;25;12000;3
2;t;25;999999;4
2;t;30;6000;3
2;t;30;12000;3
2;t;30;999999;4
2;t;35;6000;3
2;t;35;12000;4
2;t;35;999999;4
2;t;40;6000;3
2;t;40;12000;4
2;t;40;999999;4
2;t;45;6000;4
2;t;45;12000;4
2;t;45;999999;4
2;t;50;6000;4
2;t;50;12000;4
2;t;50;999999;4
2;t;99;6000;4
2;t;99;12000;4
2;t;99;999999;4
3;t;99;999999;4
4;t;99;999999;4
5;t;99;999999;4
6;t;99;999999;4
1;t;35;750;2
